1659518794.915506 2022-08-03 11:26:34,915 MainProcess-221120 MainThread-140308941870912 synthetic_client:27 <module> INFO: SYNTHETIC init_client
1659518815.134702 2022-08-03 11:26:55,134 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3145 0
1659518815.134860 2022-08-03 11:26:55,134 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3145 9e7cdda2-617b-4424-b76b-8628c55e13c8
1659518815.253138 2022-08-03 11:26:55,253 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "29eec0ba-6034-43ba-b009-1da9b0c9f3...39", "exception": null}' [196 bytes]
1659518815.254425 2022-08-03 11:26:55,254 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3147 result_start
1659518815.254683 2022-08-03 11:26:55,254 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3147 result_retrieved
1659518815.254868 2022-08-03 11:26:55,254 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3147 start 1659518799.6369078
1659518815.254991 2022-08-03 11:26:55,254 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3147 end 1659518799.636908
1659518815.255174 2022-08-03 11:26:55,255 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3147 0
1659518815.255265 2022-08-03 11:26:55,255 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3147 29eec0ba-6034-43ba-b009-1da9b0c9f33b
1659518815.347505 2022-08-03 11:26:55,347 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "275cd901-bf76-4632-9d82-92a16f3343...04", "exception": null}' [197 bytes]
1659518815.348688 2022-08-03 11:26:55,348 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3146 result_start
1659518815.348908 2022-08-03 11:26:55,348 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3146 result_retrieved
1659518815.349029 2022-08-03 11:26:55,349 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3146 start 1659518799.6362388
1659518815.349128 2022-08-03 11:26:55,349 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3146 end 1659518799.6362393
1659518815.349209 2022-08-03 11:26:55,349 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3146 0
1659518815.349285 2022-08-03 11:26:55,349 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3146 275cd901-bf76-4632-9d82-92a16f3343fe
1659518815.459372 2022-08-03 11:26:55,459 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "37459c0a-5986-4c78-b12e-24b3ed97df...63", "exception": null}' [197 bytes]
1659518815.460336 2022-08-03 11:26:55,460 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3148 result_start
1659518815.460549 2022-08-03 11:26:55,460 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3148 result_retrieved
1659518815.460673 2022-08-03 11:26:55,460 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3148 start 1659518799.6384037
1659518815.460769 2022-08-03 11:26:55,460 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3148 end 1659518799.6384044
1659518815.460909 2022-08-03 11:26:55,460 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3148 0
1659518815.461045 2022-08-03 11:26:55,461 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3148 37459c0a-5986-4c78-b12e-24b3ed97df2b
1659518815.562698 2022-08-03 11:26:55,562 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "04fd2822-4c1d-4dde-9042-45d2fb55c6...43", "exception": null}' [197 bytes]
1659518815.563935 2022-08-03 11:26:55,563 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3151 result_start
1659518815.564138 2022-08-03 11:26:55,564 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3151 result_retrieved
1659518815.564285 2022-08-03 11:26:55,564 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3151 start 1659518799.6487546
1659518815.564434 2022-08-03 11:26:55,564 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3151 end 1659518799.6487553
1659518815.564522 2022-08-03 11:26:55,564 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3151 0
1659518815.564601 2022-08-03 11:26:55,564 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3151 04fd2822-4c1d-4dde-9042-45d2fb55c663
1659518815.674859 2022-08-03 11:26:55,674 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "bdb04c4c-4388-4d7a-b01f-757eff0d37...02", "exception": null}' [197 bytes]
1659518815.676245 2022-08-03 11:26:55,676 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3149 result_start
1659518815.676413 2022-08-03 11:26:55,676 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3149 result_retrieved
1659518815.676505 2022-08-03 11:26:55,676 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3149 start 1659518799.6390493
1659518815.676599 2022-08-03 11:26:55,676 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3149 end 1659518799.6390502
1659518815.676674 2022-08-03 11:26:55,676 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3149 0
1659518815.676740 2022-08-03 11:26:55,676 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3149 bdb04c4c-4388-4d7a-b01f-757eff0d3702
1659518815.793855 2022-08-03 11:26:55,793 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "a1275b65-86ea-4d19-9d9b-189b9eef29...78", "exception": null}' [197 bytes]
1659518815.794566 2022-08-03 11:26:55,794 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3150 result_start
1659518815.794755 2022-08-03 11:26:55,794 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3150 result_retrieved
1659518815.794898 2022-08-03 11:26:55,794 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3150 start 1659518799.647649
1659518815.795008 2022-08-03 11:26:55,795 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3150 end 1659518799.64765
1659518815.795081 2022-08-03 11:26:55,795 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3150 0
1659518815.795149 2022-08-03 11:26:55,795 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3150 a1275b65-86ea-4d19-9d9b-189b9eef2944
1659518815.895798 2022-08-03 11:26:55,895 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "bf85efa8-869d-4776-a71f-d1d6d5804b...41", "exception": null}' [197 bytes]
1659518815.896971 2022-08-03 11:26:55,896 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3153 result_start
1659518815.897107 2022-08-03 11:26:55,897 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3153 result_retrieved
1659518815.897176 2022-08-03 11:26:55,897 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3153 start 1659518799.6508453
1659518815.897234 2022-08-03 11:26:55,897 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3153 end 1659518799.6508455
1659518815.897284 2022-08-03 11:26:55,897 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3153 0
1659518815.897331 2022-08-03 11:26:55,897 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3153 bf85efa8-869d-4776-a71f-d1d6d5804b19
1659518816.007570 2022-08-03 11:26:56,007 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "0609ca3d-91f9-4d0c-bcec-72814b270f...26", "exception": null}' [196 bytes]
1659518816.009030 2022-08-03 11:26:56,009 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3152 result_start
1659518816.009283 2022-08-03 11:26:56,009 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3152 result_retrieved
1659518816.009462 2022-08-03 11:26:56,009 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3152 start 1659518799.650299
1659518816.009596 2022-08-03 11:26:56,009 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3152 end 1659518799.6502995
1659518816.009715 2022-08-03 11:26:56,009 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3152 0
1659518816.009797 2022-08-03 11:26:56,009 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3152 0609ca3d-91f9-4d0c-bcec-72814b270f77
1659518816.109292 2022-08-03 11:26:56,109 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "29df908a-5b8c-435a-9b6c-7294a0f114...78", "exception": null}' [197 bytes]
1659518816.110375 2022-08-03 11:26:56,110 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3154 result_start
1659518816.110578 2022-08-03 11:26:56,110 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3154 result_retrieved
1659518816.110674 2022-08-03 11:26:56,110 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3154 start 1659518799.661918
1659518816.110746 2022-08-03 11:26:56,110 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3154 end 1659518799.6619184
1659518816.110907 2022-08-03 11:26:56,110 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3154 0
1659518816.111029 2022-08-03 11:26:56,111 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3154 29df908a-5b8c-435a-9b6c-7294a0f114e2
1659518816.215994 2022-08-03 11:26:56,215 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "cf7851f8-9dfe-4ce8-9c26-d67ba35e1e...03", "exception": null}' [197 bytes]
1659518816.217221 2022-08-03 11:26:56,217 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3155 result_start
1659518816.217432 2022-08-03 11:26:56,217 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3155 result_retrieved
1659518816.217552 2022-08-03 11:26:56,217 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3155 start 1659518799.6627467
1659518816.217653 2022-08-03 11:26:56,217 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3155 end 1659518799.662747
1659518816.217737 2022-08-03 11:26:56,217 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3155 0
1659518816.217814 2022-08-03 11:26:56,217 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3155 cf7851f8-9dfe-4ce8-9c26-d67ba35e1e62
1659518816.334873 2022-08-03 11:26:56,334 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "c88a2d04-34ce-42b1-85d3-a794c7d243...02", "exception": null}' [197 bytes]
1659518816.336434 2022-08-03 11:26:56,336 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3156 result_start
1659518816.336648 2022-08-03 11:26:56,336 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3156 result_retrieved
1659518816.336770 2022-08-03 11:26:56,336 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3156 start 1659518799.6638193
1659518816.336872 2022-08-03 11:26:56,336 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3156 end 1659518799.6638198
1659518816.336960 2022-08-03 11:26:56,336 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3156 0
1659518816.337114 2022-08-03 11:26:56,337 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3156 c88a2d04-34ce-42b1-85d3-a794c7d24364
1659518816.431110 2022-08-03 11:26:56,431 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "e553a34c-c67f-4fca-b33c-2d1a0d0da4...76", "exception": null}' [197 bytes]
1659518816.432667 2022-08-03 11:26:56,432 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3157 result_start
1659518816.432871 2022-08-03 11:26:56,432 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3157 result_retrieved
1659518816.432983 2022-08-03 11:26:56,432 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3157 start 1659518799.6639478
1659518816.433076 2022-08-03 11:26:56,433 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3157 end 1659518799.663948
1659518816.433155 2022-08-03 11:26:56,433 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3157 0
1659518816.433264 2022-08-03 11:26:56,433 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3157 e553a34c-c67f-4fca-b33c-2d1a0d0da407
1659518816.541501 2022-08-03 11:26:56,541 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "29314ea6-d9ff-45e9-ba9c-6c7698a42b...86", "exception": null}' [197 bytes]
1659518816.542652 2022-08-03 11:26:56,542 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3158 result_start
1659518816.542893 2022-08-03 11:26:56,542 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3158 result_retrieved
1659518816.543043 2022-08-03 11:26:56,543 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3158 start 1659518799.6759224
1659518816.543224 2022-08-03 11:26:56,543 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3158 end 1659518799.6759229
1659518816.543456 2022-08-03 11:26:56,543 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3158 0
1659518816.543631 2022-08-03 11:26:56,543 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3158 29314ea6-d9ff-45e9-ba9c-6c7698a42b4a
1659518816.645802 2022-08-03 11:26:56,645 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "55efe854-0555-4640-aad7-9a9937b433...18", "exception": null}' [197 bytes]
1659518816.647306 2022-08-03 11:26:56,647 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3159 result_start
1659518816.647573 2022-08-03 11:26:56,647 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3159 result_retrieved
1659518816.647688 2022-08-03 11:26:56,647 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3159 start 1659518799.6768215
1659518816.647781 2022-08-03 11:26:56,647 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3159 end 1659518799.6768217
1659518816.647858 2022-08-03 11:26:56,647 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3159 0
1659518816.647931 2022-08-03 11:26:56,647 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3159 55efe854-0555-4640-aad7-9a9937b4333a
1659518816.755550 2022-08-03 11:26:56,755 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "dc0b9ccc-7f45-4f59-a29c-5a0e22e159...84", "exception": null}' [197 bytes]
1659518816.756752 2022-08-03 11:26:56,756 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3160 result_start
1659518816.757009 2022-08-03 11:26:56,757 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3160 result_retrieved
1659518816.757136 2022-08-03 11:26:56,757 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3160 start 1659518799.677999
1659518816.757282 2022-08-03 11:26:56,757 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3160 end 1659518799.6779997
1659518816.757414 2022-08-03 11:26:56,757 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3160 0
1659518816.757523 2022-08-03 11:26:56,757 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3160 dc0b9ccc-7f45-4f59-a29c-5a0e22e15913
1659518816.873902 2022-08-03 11:26:56,873 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "f9bc4c63-035b-4285-b026-9461267d9d...75", "exception": null}' [197 bytes]
1659518816.875119 2022-08-03 11:26:56,875 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3161 result_start
1659518816.875398 2022-08-03 11:26:56,875 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3161 result_retrieved
1659518816.875526 2022-08-03 11:26:56,875 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3161 start 1659518799.6788602
1659518816.875619 2022-08-03 11:26:56,875 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3161 end 1659518799.6788604
1659518816.875722 2022-08-03 11:26:56,875 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3161 0
1659518816.875858 2022-08-03 11:26:56,875 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3161 f9bc4c63-035b-4285-b026-9461267d9da1
1659518816.972057 2022-08-03 11:26:56,972 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "8cf5c2f6-326d-445e-bf2f-f5365e83ac...75", "exception": null}' [197 bytes]
1659518816.973130 2022-08-03 11:26:56,973 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3162 result_start
1659518816.973230 2022-08-03 11:26:56,973 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3162 result_retrieved
1659518816.973272 2022-08-03 11:26:56,973 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3162 start 1659518799.6809719
1659518816.973305 2022-08-03 11:26:56,973 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3162 end 1659518799.6809723
1659518816.973333 2022-08-03 11:26:56,973 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3162 0
1659518816.973360 2022-08-03 11:26:56,973 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3162 8cf5c2f6-326d-445e-bf2f-f5365e83ac5b
1659518817.078487 2022-08-03 11:26:57,078 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "047bf937-7b64-440a-bf27-3acb59243f...66", "exception": null}' [197 bytes]
1659518817.079636 2022-08-03 11:26:57,079 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3163 result_start
1659518817.079892 2022-08-03 11:26:57,079 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3163 result_retrieved
1659518817.080026 2022-08-03 11:26:57,080 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3163 start 1659518799.6899025
1659518817.080124 2022-08-03 11:26:57,080 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3163 end 1659518799.6899028
1659518817.080210 2022-08-03 11:26:57,080 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3163 0
1659518817.080379 2022-08-03 11:26:57,080 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3163 047bf937-7b64-440a-bf27-3acb59243f96
1659518817.194404 2022-08-03 11:26:57,194 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "4bcd7145-beec-4aa9-b98e-9f816cc1ab...87", "exception": null}' [197 bytes]
1659518817.195580 2022-08-03 11:26:57,195 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3164 result_start
1659518817.195704 2022-08-03 11:26:57,195 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3164 result_retrieved
1659518817.195770 2022-08-03 11:26:57,195 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3164 start 1659518799.6923494
1659518817.195811 2022-08-03 11:26:57,195 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3164 end 1659518799.69235
1659518817.195842 2022-08-03 11:26:57,195 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3164 0
1659518817.195949 2022-08-03 11:26:57,195 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3164 4bcd7145-beec-4aa9-b98e-9f816cc1ab5e
1659518817.295403 2022-08-03 11:26:57,295 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "fbb9973f-e8c2-4a2a-a58d-99cff39ba0...31", "exception": null}' [197 bytes]
1659518817.296980 2022-08-03 11:26:57,296 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3165 result_start
1659518817.297166 2022-08-03 11:26:57,297 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3165 result_retrieved
1659518817.297270 2022-08-03 11:26:57,297 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3165 start 1659518799.6940267
1659518817.297366 2022-08-03 11:26:57,297 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3165 end 1659518799.6940274
1659518817.297494 2022-08-03 11:26:57,297 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3165 0
1659518817.297574 2022-08-03 11:26:57,297 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3165 fbb9973f-e8c2-4a2a-a58d-99cff39ba017
1659518817.420603 2022-08-03 11:26:57,420 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "397fdb9c-37b6-448e-8423-812769f7fb...41", "exception": null}' [196 bytes]
1659518817.421492 2022-08-03 11:26:57,421 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3166 result_start
1659518817.421613 2022-08-03 11:26:57,421 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3166 result_retrieved
1659518817.421696 2022-08-03 11:26:57,421 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3166 start 1659518799.7031343
1659518817.421750 2022-08-03 11:26:57,421 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3166 end 1659518799.7031348
1659518817.421787 2022-08-03 11:26:57,421 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3166 0
1659518817.421823 2022-08-03 11:26:57,421 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3166 397fdb9c-37b6-448e-8423-812769f7fb62
1659518817.511443 2022-08-03 11:26:57,511 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "0d36ed2d-76e9-4149-a46b-836d587e7d...12", "exception": null}' [197 bytes]
1659518817.512718 2022-08-03 11:26:57,512 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3167 result_start
1659518817.513015 2022-08-03 11:26:57,513 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3167 result_retrieved
1659518817.513110 2022-08-03 11:26:57,513 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3167 start 1659518799.703518
1659518817.513174 2022-08-03 11:26:57,513 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3167 end 1659518799.7035182
1659518817.513255 2022-08-03 11:26:57,513 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3167 0
1659518817.513307 2022-08-03 11:26:57,513 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3167 0d36ed2d-76e9-4149-a46b-836d587e7d23
1659518817.624228 2022-08-03 11:26:57,624 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "63d27a4e-1a3e-48cf-9c5d-9d84b68a97...94", "exception": null}' [197 bytes]
1659518817.625271 2022-08-03 11:26:57,625 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3168 result_start
1659518817.625483 2022-08-03 11:26:57,625 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3168 result_retrieved
1659518817.625602 2022-08-03 11:26:57,625 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3168 start 1659518799.7041805
